source,target
video_1088930373125242880,label_topic_1088930373125242880
video_1089277769843875840,label_emotion_1089277769843875840
video_1089277769843875840,label_topic_1089277769843875840
video_1089363733589180416,label_emotion_1089363733589180416
video_1089363733589180416,label_topic_1089363733589180416
video_1089386242933927936,label_emotion_1089386242933927936
video_1089386242933927936,label_topic_1089386242933927936
video_1089592394258735104,label_emotion_1089592394258735104
video_1089592394258735104,label_topic_1089592394258735104
video_1089999176642740224,label_emotion_1089999176642740224
video_1089999176642740224,label_topic_1089999176642740224
video_1090088382400745472,label_emotion_1090088382400745472
video_1090088382400745472,label_topic_1090088382400745472
video_1090203245110247424,label_emotion_1090203245110247424
video_1090203245110247424,label_topic_1090203245110247424
video_1090353709025779712,label_emotion_1090353709025779712
video_1090353709025779712,label_topic_1090353709025779712
video_1090702573801021440,label_emotion_1090702573801021440
video_1090702573801021440,label_topic_1090702573801021440
video_1090914499969650688,label_emotion_1090914499969650688
video_1090914499969650688,label_topic_1090914499969650688
video_1090918845046308865,label_emotion_1090918845046308865
video_1090918845046308865,label_topic_1090918845046308865
video_1091205374369021952,label_emotion_1091205374369021952
video_1091205374369021952,label_topic_1091205374369021952
video_1091781715627802624,label_emotion_1091781715627802624
video_1091781715627802624,label_topic_1091781715627802624
video_1092198309856202752,label_emotion_1092198309856202752
video_1092198309856202752,label_topic_1092198309856202752
video_1092214858084454400,label_emotion_1092214858084454400
video_1092214858084454400,label_topic_1092214858084454400
video_1092907872842665984,label_emotion_1092907872842665984
video_1092907872842665984,label_topic_1092907872842665984
video_1092969087300173824,label_emotion_1092969087300173824
video_1092969087300173824,label_topic_1092969087300173824
video_1093012547432751104,label_emotion_1093012547432751104
video_1093012547432751104,label_topic_1093012547432751104
video_1093077555252453376,label_emotion_1093077555252453376
video_1093077555252453376,label_topic_1093077555252453376
video_1093363423410003968,label_emotion_1093363423410003968
video_1093363423410003968,label_topic_1093363423410003968
video_1093418607750586368,label_emotion_1093418607750586368
video_1093418607750586368,label_topic_1093418607750586368
video_1093485395146063872,label_emotion_1093485395146063872
video_1093485395146063872,label_topic_1093485395146063872
video_1094090769612034048,label_emotion_1094090769612034048
video_1094090769612034048,label_topic_1094090769612034048
video_1094413297685540864,label_emotion_1094413297685540864
video_1094413297685540864,label_topic_1094413297685540864
video_1094470760749301760,label_emotion_1094470760749301760
video_1094470760749301760,label_topic_1094470760749301760
video_1095091242351857664,label_emotion_1095091242351857664
video_1095091242351857664,label_topic_1095091242351857664
video_1095439996166582272,label_emotion_1095439996166582272
video_1095439996166582272,label_topic_1095439996166582272
video_1095630491862048768,label_emotion_1095630491862048768
video_1095630491862048768,label_topic_1095630491862048768
video_1095675144338337792,label_emotion_1095675144338337792
video_1095675144338337792,label_topic_1095675144338337792
video_1095736849378570240,label_emotion_1095736849378570240
video_1095736849378570240,label_topic_1095736849378570240
video_1095896759818952704,label_emotion_1095896759818952704
video_1095896759818952704,label_topic_1095896759818952704
video_1095898870002941952,label_emotion_1095898870002941952
video_1095898870002941952,label_topic_1095898870002941952
video_1095990868877398016,label_emotion_1095990868877398016
video_1095990868877398016,label_topic_1095990868877398016
video_1096567014052507648,label_emotion_1096567014052507648
video_1096567014052507648,label_topic_1096567014052507648
video_1096618808267177984,label_emotion_1096618808267177984
video_1096618808267177984,label_topic_1096618808267177984
video_1096623496114692096,label_emotion_1096623496114692096
video_1096623496114692096,label_topic_1096623496114692096
video_1096628029943341056,label_emotion_1096628029943341056
video_1096628029943341056,label_topic_1096628029943341056
video_1096952104704180224,label_emotion_1096952104704180224
video_1096952104704180224,label_topic_1096952104704180224
video_1096973775121068032,label_emotion_1096973775121068032
video_1096973775121068032,label_topic_1096973775121068032
video_1097110443434311680,label_emotion_1097110443434311680
video_1097110443434311680,label_topic_1097110443434311680
video_1097549752872361984,label_emotion_1097549752872361984
video_1097549752872361984,label_topic_1097549752872361984
video_1097639562659913728,label_emotion_1097639562659913728
video_1097639562659913728,label_topic_1097639562659913728
video_1097680912839221248,label_emotion_1097680912839221248
video_1097680912839221248,label_topic_1097680912839221248
video_1097701474978656256,label_emotion_1097701474978656256
video_1097701474978656256,label_topic_1097701474978656256
video_1098157924557172736,label_emotion_1098157924557172736
video_1098157924557172736,label_topic_1098157924557172736
video_1098427247180034048,label_emotion_1098427247180034048
video_1098427247180034048,label_topic_1098427247180034048
video_1098494225022345216,label_emotion_1098494225022345216
video_1098494225022345216,label_topic_1098494225022345216
video_1099520439597858816,label_emotion_1099520439597858816
video_1099520439597858816,label_topic_1099520439597858816
video_1099890043511795712,label_emotion_1099890043511795712
video_1099890043511795712,label_topic_1099890043511795712
video_1100096249568595968,label_emotion_1100096249568595968
video_1100096249568595968,label_topic_1100096249568595968
video_1100156714189541376,label_emotion_1100156714189541376
video_1100156714189541376,label_topic_1100156714189541376
video_1100181285881724928,label_emotion_1100181285881724928
video_1100181285881724928,label_topic_1100181285881724928
video_1100569866882150400,label_emotion_1100569866882150400
video_1100569866882150400,label_topic_1100569866882150400
video_1100586565102940160,label_emotion_1100586565102940160
video_1100586565102940160,label_topic_1100586565102940160
video_1100888664311242752,label_emotion_1100888664311242752
video_1100888664311242752,label_topic_1100888664311242752
video_1100966706026872832,label_emotion_1100966706026872832
video_1100966706026872832,label_topic_1100966706026872832
video_1101031922005622784,label_emotion_1101031922005622784
video_1101031922005622784,label_topic_1101031922005622784
video_1101188683316801536,label_emotion_1101188683316801536
video_1101188683316801536,label_topic_1101188683316801536
video_1101279017832968192,label_emotion_1101279017832968192
video_1101279017832968192,label_topic_1101279017832968192
video_1101618694213509120,label_emotion_1101618694213509120
video_1101618694213509120,label_topic_1101618694213509120
video_1101791523529703424,label_emotion_1101791523529703424
video_1101791523529703424,label_topic_1101791523529703424
video_1101859498160779264,label_emotion_1101859498160779264
video_1101859498160779264,label_topic_1101859498160779264
video_1102479930484260864,label_emotion_1102479930484260864
video_1102479930484260864,label_topic_1102479930484260864
video_1102830270438404096,label_emotion_1102830270438404096
video_1102830270438404096,label_topic_1102830270438404096
video_1102862880988413952,label_emotion_1102862880988413952
video_1102862880988413952,label_topic_1102862880988413952
video_1103020491301625856,label_emotion_1103020491301625856
video_1103020491301625856,label_topic_1103020491301625856
video_1103172170706006016,label_emotion_1103172170706006016
video_1103172170706006016,label_topic_1103172170706006016
video_1104115343439302656,label_emotion_1104115343439302656
video_1104115343439302656,label_topic_1104115343439302656
video_1104202583716896768,label_emotion_1104202583716896768
video_1104202583716896768,label_topic_1104202583716896768
video_1104203476390772736,label_emotion_1104203476390772736
video_1104203476390772736,label_topic_1104203476390772736
video_1104240194565337088,label_emotion_1104240194565337088
video_1104240194565337088,label_topic_1104240194565337088
video_1104288379144994816,label_emotion_1104288379144994816
video_1104288379144994816,label_topic_1104288379144994816
video_1104496862079217664,label_emotion_1104496862079217664
video_1104496862079217664,label_topic_1104496862079217664
video_1104586493953241088,label_emotion_1104586493953241088
video_1104586493953241088,label_topic_1104586493953241088
video_1104632605485494272,label_emotion_1104632605485494272
video_1104632605485494272,label_topic_1104632605485494272
video_1105231090496466944,label_emotion_1105231090496466944
video_1105231090496466944,label_topic_1105231090496466944
video_1105234550293950464,label_emotion_1105234550293950464
video_1105234550293950464,label_topic_1105234550293950464
video_1105272517608042496,label_emotion_1105272517608042496
video_1105272517608042496,label_topic_1105272517608042496
video_1105383009349226496,label_emotion_1105383009349226496
video_1105383009349226496,label_topic_1105383009349226496
video_1105583807069085696,label_emotion_1105583807069085696
video_1105583807069085696,label_topic_1105583807069085696
video_1105729114431725568,label_emotion_1105729114431725568
video_1105729114431725568,label_topic_1105729114431725568
video_1105729411736543232,label_emotion_1105729411736543232
video_1105729411736543232,label_topic_1105729411736543232
video_1105744359686639616,label_emotion_1105744359686639616
video_1105744359686639616,label_topic_1105744359686639616
video_1105782383447314432,label_emotion_1105782383447314432
